DMSO-1	DMSO-2	RocA-003	RocA-03	RocA-3
ENST00000372457	ENST00000374450	ENST00000372546	ENST00000541323	ENST00000434634
ENST00000233190	ENST00000463407	ENST00000376395	ENST00000372648	ENST00000296149
ENST00000315127	ENST00000253023	ENST00000452699	ENST00000618852	ENST00000245323
ENST00000333437	ENST00000400191	ENST00000392865	ENST00000356327	ENST00000296402
ENST00000318782	ENST00000336156	ENST00000358869	ENST00000266069	ENST00000407835
ENST00000350878	ENST00000310053	ENST00000602676	ENST00000259512	ENST00000530401
ENST00000306108	ENST00000271308	ENST00000462460	ENST00000301318	ENST00000265224
ENST00000264255	ENST00000381482	ENST00000343242	ENST00000261897	ENST00000372806
ENST00000252512	ENST00000316218	ENST00000391842	ENST00000295685	ENST00000263904
ENST00000230640	ENST00000407690	ENST00000366782	ENST00000307149	ENST00000269967
ENST00000358431	ENST00000370483	ENST00000370056	ENST00000254803	ENST00000251472
ENST00000357037	ENST00000263780	ENST00000295408	ENST00000397560	ENST00000401878
ENST00000379803	ENST00000601421	ENST00000635110	ENST00000323786	ENST00000366971
ENST00000395029	ENST00000572515	ENST00000410053	ENST00000311956	ENST00000358387
ENST00000358855	ENST00000587091	ENST00000537916	ENST00000345530	ENST00000456845
ENST00000359321	ENST00000398637	ENST00000335972	ENST00000428670	ENST00000425583
ENST00000371269	ENST00000254101	ENST00000287600	ENST00000261637	ENST00000219478
ENST00000564079	ENST00000238616	ENST00000361757	ENST00000370447	ENST00000380113
ENST00000618229	ENST00000340080	ENST00000357903	ENST00000379775	ENST00000324439
ENST00000357182	ENST00000309739	ENST00000359655	ENST00000252483	ENST00000448733
ENST00000409556	ENST00000427738	ENST00000262395	ENST00000354200	ENST00000273962
ENST00000341695	ENST00000301391	ENST00000571025	ENST00000370920	ENST00000571995
ENST00000565678	ENST00000527958	ENST00000314520	ENST00000258499	ENST00000360700
ENST00000376810	ENST00000403856	ENST00000278937	ENST00000340811	ENST00000379613
ENST00000309657	ENST00000280326	ENST00000447092	ENST00000369528	ENST00000397977
ENST00000341446	ENST00000534797	ENST00000299192	ENST00000541970	ENST00000396161
ENST00000359523	ENST00000370202	ENST00000394520	ENST00000264265	ENST00000524944
ENST00000528057	ENST00000534928	ENST00000223368	ENST00000526495	ENST00000619810
ENST00000476120	ENST00000276390	ENST00000489418	ENST00000265563	ENST00000621421
ENST00000339950	ENST00000325307	ENST00000267750	ENST00000553424	ENST00000367728
ENST00000306085	ENST00000263980	ENST00000610672	ENST00000252934	ENST00000622495
ENST00000181839	ENST00000270530	ENST00000279488	ENST00000380243	ENST00000282561
ENST00000373710	ENST00000371953	ENST00000265361	ENST00000356884	ENST00000246868
ENST00000304788	ENST00000313401	ENST00000312960	ENST00000296805	ENST00000451429
ENST00000287878	ENST00000432920	ENST00000392993	ENST00000375780	ENST00000269216
ENST00000361439	ENST00000610704	ENST00000421852	ENST00000399151	ENST00000340912
ENST00000255613	ENST00000330258	ENST00000243346	ENST00000310256	ENST00000264381
ENST00000344290	ENST00000305352	ENST00000307720	ENST00000539281	ENST00000368474
ENST00000369569	ENST00000278949	ENST00000378364	ENST00000366718	ENST00000318622
ENST00000361847	ENST00000243167	ENST00000382348	ENST00000357692	ENST00000312865
ENST00000300843	ENST00000324379	ENST00000393408	ENST00000367455	ENST00000418115
ENST00000425248	ENST00000264932	ENST00000529806	ENST00000164305	ENST00000409993
ENST00000436040	ENST00000356839	ENST00000420124	ENST00000373699	ENST00000296215
ENST00000328381	ENST00000256497	ENST00000429084	ENST00000381116	ENST00000306006
ENST00000318037	ENST00000308158	ENST00000427025	ENST00000388712	ENST00000243878
ENST00000273075	ENST00000344099	ENST00000458276	ENST00000265062	ENST00000268989
ENST00000264595	ENST00000296350	ENST00000577226	ENST00000291574	ENST00000532828
ENST00000610261	ENST00000292778	ENST00000265838	ENST00000253413	ENST00000450361
ENST00000603017	ENST00000256015	ENST00000203001	ENST00000244533	ENST00000446044
ENST00000535923	ENST00000315869	ENST00000547431	ENST00000373316	ENST00000294119
ENST00000389032	ENST00000335791	ENST00000273317	ENST00000373477	ENST00000375592
ENST00000264193	ENST00000438796	ENST00000405709	ENST00000392288	ENST00000278520
ENST00000439351	ENST00000279839	ENST00000324817	ENST00000614944	ENST00000396821
ENST00000594800	ENST00000367351	ENST00000540534	ENST00000313143	ENST00000292246
ENST00000298139	ENST00000286448	ENST00000242159	ENST00000301838	ENST00000617316
ENST00000378852	ENST00000392837	ENST00000371158	ENST00000313146	ENST00000313608
ENST00000287936	ENST00000409642	ENST00000242057	ENST00000407445	ENST00000216121
ENST00000394607	ENST00000275517	ENST00000355790	ENST00000497424	ENST00000369983
ENST00000368324	ENST00000309794	ENST00000592149	ENST00000223029	ENST00000344651
ENST00000295777	ENST00000612501	ENST00000328914	ENST00000429989	ENST00000264279
ENST00000314256	ENST00000500728	ENST00000339986	ENST00000216442	ENST00000541323
ENST00000312562	ENST00000372457	ENST00000371756	ENST00000218340	ENST00000251108
ENST00000398559	ENST00000233190	ENST00000282276	ENST00000220325	ENST00000372648
ENST00000305476	ENST00000315127	ENST00000355621	ENST00000299163	ENST00000301463
ENST00000398055	ENST00000333437	ENST00000249344	ENST00000293677	ENST00000618852
ENST00000394170	ENST00000318782	ENST00000373593	ENST00000421806	ENST00000356327
ENST00000347055	ENST00000350878	ENST00000368376	ENST00000340305	ENST00000266069
ENST00000434758	ENST00000306108	ENST00000395125	ENST00000377199	ENST00000259512
ENST00000380516	ENST00000264255	ENST00000527447	ENST00000295588	ENST00000261897
ENST00000367330	ENST00000252512	ENST00000053867	ENST00000261531	ENST00000295685
ENST00000338797	ENST00000230640	ENST00000450253	ENST00000349496	ENST00000307149
ENST00000378567	ENST00000358431	ENST00000267163	ENST00000281317	ENST00000254803
ENST00000310806	ENST00000357037	ENST00000231790	ENST00000265371	ENST00000397560
ENST00000439096	ENST00000379803	ENST00000421587	ENST00000292823	ENST00000323786
ENST00000433477	ENST00000395029	ENST00000546378	ENST00000485713	ENST00000311956
ENST00000597017	ENST00000358855	ENST00000011619	ENST00000431721	ENST00000345530
ENST00000377107	ENST00000359321	ENST00000337132	ENST00000392358	ENST00000261637
ENST00000282251	ENST00000371269	ENST00000452733	ENST00000264414	ENST00000367474
ENST00000380668	ENST00000564079	ENST00000262288	ENST00000440783	ENST00000370447
ENST00000406869	ENST00000618229	ENST00000246229	ENST00000336615	ENST00000379775
ENST00000245552	ENST00000357182	ENST00000262320	ENST00000438793	ENST00000252483
ENST00000361125	ENST00000409556	ENST00000428239	ENST00000374431	ENST00000354200
ENST00000215730	ENST00000341695	ENST00000367999	ENST00000318130	ENST00000370920
ENST00000369965	ENST00000565678	ENST00000378509	ENST00000269886	ENST00000340811
ENST00000256689	ENST00000376810	ENST00000371795	ENST00000540986	ENST00000369528
ENST00000261369	ENST00000309657	ENST00000358607	ENST00000371335	ENST00000541970
ENST00000333027	ENST00000341446	ENST00000544017	ENST00000546500	ENST00000264265
ENST00000360943	ENST00000359523	ENST00000248668	ENST00000265689	ENST00000540643
ENST00000271628	ENST00000528057	ENST00000243644	ENST00000336798	ENST00000526495
ENST00000543146	ENST00000476120	ENST00000259873	ENST00000006275	ENST00000265563
ENST00000535554	ENST00000339950	ENST00000541297	ENST00000563496	ENST00000553424
ENST00000329474	ENST00000306085	ENST00000337537	ENST00000373146	ENST00000252934
ENST00000378322	ENST00000181839	ENST00000368865	ENST00000244745	ENST00000380243
ENST00000374662	ENST00000373710	ENST00000335390	ENST00000338745	ENST00000356884
ENST00000342505	ENST00000304788	ENST00000378230	ENST00000553645	ENST00000375780
ENST00000394970	ENST00000287878	ENST00000233809	ENST00000263181	ENST00000399151
ENST00000393927	ENST00000361439	ENST00000269980	ENST00000392329	ENST00000310256
ENST00000374825	ENST00000255613	ENST00000616787	ENST00000225777	ENST00000619622
ENST00000311895	ENST00000344290	ENST00000379214	ENST00000558402	ENST00000539281
ENST00000370396	ENST00000369569	ENST00000338193	ENST00000334651	ENST00000318584
ENST00000593726	ENST00000361847	ENST00000551150	ENST00000380959	ENST00000517492
ENST00000234256	ENST00000300843	ENST00000239891	ENST00000396355	ENST00000366718
ENST00000586659	ENST00000425248	ENST00000216968	ENST00000613797	ENST00000357692
ENST00000216085	ENST00000436040	ENST00000328969	ENST00000309469	ENST00000367455
ENST00000301327	ENST00000328381	ENST00000307534	ENST00000380871	ENST00000164305
ENST00000505139	ENST00000318037	ENST00000394893	ENST00000369663	ENST00000373699
ENST00000307145	ENST00000264122	ENST00000269298	ENST00000376442	ENST00000381116
ENST00000397062	ENST00000273075	ENST00000612482	ENST00000278903	ENST00000290573
ENST00000337318	ENST00000264595	ENST00000258991	ENST00000225805	ENST00000318217
ENST00000376335	ENST00000610261	ENST00000376936	ENST00000369329	ENST00000388712
ENST00000559228	ENST00000603017	ENST00000237596	ENST00000464506	ENST00000265062
ENST00000293379	ENST00000535923	ENST00000394123	ENST00000285116	ENST00000291574
ENST00000394886	ENST00000389032	ENST00000393760	ENST00000639812	ENST00000253413
ENST00000327668	ENST00000264193	ENST00000487519	ENST00000395787	ENST00000244533
ENST00000398148	ENST00000439351	ENST00000464848	ENST00000619387	ENST00000373316
ENST00000496455	ENST00000594800	ENST00000553888	ENST00000187879	ENST00000373477
ENST00000262648	ENST00000298139	ENST00000310958	ENST00000532205	ENST00000614944
ENST00000285873	ENST00000378852	ENST00000360876	ENST00000265753	ENST00000313143
ENST00000275493	ENST00000287936	ENST00000269187	ENST00000620767	ENST00000301838
ENST00000376300	ENST00000394607	ENST00000278071	ENST00000415930	ENST00000313146
ENST00000637812	ENST00000368324	ENST00000399599	ENST00000339399	ENST00000407445
ENST00000261745	ENST00000295777	ENST00000373464	ENST00000268220	ENST00000497424
ENST00000259895	ENST00000314256	ENST00000492406	ENST00000509634	ENST00000223029
ENST00000618691	ENST00000312562	ENST00000250111	ENST00000353234	ENST00000429989
ENST00000370783	ENST00000398559	ENST00000335693	ENST00000306306	ENST00000216442
ENST00000334793	ENST00000305476	ENST00000220058	ENST00000322349	ENST00000218340
ENST00000374270	ENST00000398055	ENST00000388752	ENST00000434724	ENST00000220325
ENST00000580840	ENST00000394170	ENST00000359297	ENST00000223127	ENST00000299163
ENST00000421351	ENST00000347055	ENST00000389658	ENST00000296424	ENST00000375031
ENST00000493678	ENST00000434758	ENST00000379661	ENST00000327367	ENST00000293677
ENST00000274054	ENST00000380516	ENST00000634901	ENST00000316694	ENST00000316757
ENST00000341911	ENST00000367330	ENST00000317058	ENST00000292596	ENST00000421806
ENST00000393262	ENST00000338797	ENST00000377275	ENST00000370649	ENST00000340305
ENST00000543872	ENST00000378567	ENST00000337664	ENST00000392711	ENST00000372625
ENST00000265174	ENST00000310806	ENST00000371327	ENST00000323716	ENST00000324501
ENST00000370033	ENST00000439096	ENST00000532437	ENST00000370274	ENST00000377199
ENST00000292035	ENST00000597017	ENST00000521764	ENST00000301821	ENST00000295588
ENST00000302000	ENST00000377107	ENST00000540757	ENST00000315684	ENST00000261531
ENST00000306077	ENST00000282251	ENST00000374677	ENST00000421832	ENST00000349496
ENST00000337080	ENST00000223459	ENST00000355497	ENST00000380520	ENST00000265371
ENST00000216106	ENST00000380668	ENST00000604011	ENST00000311388	ENST00000292823
ENST00000372129	ENST00000406869	ENST00000254624	ENST00000396981	ENST00000485713
ENST00000356056	ENST00000245552	ENST00000373060	ENST00000379757	ENST00000431721
ENST00000394275	ENST00000361125	ENST00000400519	ENST00000312962	ENST00000392358
ENST00000435680	ENST00000215730	ENST00000378302	ENST00000361571	ENST00000264414
ENST00000311635	ENST00000369965	ENST00000443940	ENST00000382172	ENST00000440783
ENST00000212015	ENST00000256689	ENST00000342206	ENST00000367739	ENST00000336615
ENST00000409719	ENST00000261369	ENST00000367763	ENST00000263966	ENST00000318130
ENST00000530908	ENST00000333027	ENST00000316594	ENST00000369937	ENST00000269886
ENST00000421177	ENST00000360943	ENST00000422003	ENST00000393603	ENST00000540986
ENST00000367511	ENST00000271628	ENST00000337120	ENST00000373493	ENST00000371335
ENST00000539156	ENST00000543146	ENST00000334062	ENST00000221466	ENST00000546500
ENST00000551568	ENST00000535554	ENST00000392452	ENST00000290271	ENST00000265689
ENST00000394799	ENST00000329474	ENST00000375457	ENST00000296597	ENST00000336798
ENST00000334047	ENST00000378322	ENST00000394196	ENST00000427067	ENST00000006275
ENST00000371610	ENST00000374662	ENST00000307602	ENST00000424459	ENST00000244745
ENST00000532219	ENST00000342505	ENST00000395245	ENST00000611749	ENST00000338745
ENST00000436152	ENST00000394970	ENST00000442371	ENST00000233027	ENST00000553645
ENST00000392973	ENST00000393927	ENST00000393868	ENST00000635647	ENST00000263181
ENST00000380122	ENST00000374825	ENST00000419967	ENST00000505959	ENST00000392329
ENST00000264893	ENST00000311895	ENST00000581193	ENST00000318410	ENST00000225777
ENST00000306910	ENST00000370396	ENST00000297540	ENST00000252891	ENST00000558402
ENST00000322940	ENST00000593726	ENST00000243662	ENST00000263245	ENST00000367771
ENST00000262713	ENST00000234256	ENST00000393733	ENST00000406772	ENST00000334651
ENST00000273853	ENST00000586659	ENST00000279392	ENST00000540732	ENST00000396355
ENST00000453061	ENST00000216085	ENST00000377669	ENST00000369558	ENST00000613797
ENST00000375712	ENST00000301327	ENST00000329198	ENST00000203664	ENST00000309469
ENST00000316891	ENST00000505139	ENST00000310823	ENST00000373055	ENST00000380871
ENST00000310454	ENST00000307145	ENST00000361952	ENST00000512733	ENST00000369663
ENST00000331173	ENST00000397062	ENST00000325327	ENST00000492597	ENST00000336854
ENST00000596046	ENST00000337318	ENST00000375898	ENST00000295822	ENST00000376442
ENST00000409020	ENST00000376335	ENST00000262942	ENST00000265343	ENST00000278903
ENST00000460581	ENST00000559228	ENST00000443503	ENST00000608372	ENST00000225805
ENST00000258083	ENST00000293379	ENST00000280701	ENST00000224950	ENST00000369329
ENST00000373825	ENST00000394886	ENST00000341285	ENST00000298317	ENST00000464506
ENST00000396253	ENST00000327668	ENST00000597961	ENST00000370557	ENST00000285116
ENST00000359314	ENST00000398148	ENST00000376509	ENST00000290858	ENST00000395787
ENST00000368408	ENST00000496455	ENST00000328923	ENST00000300456	ENST00000619387
ENST00000372371	ENST00000262648	ENST00000589881	ENST00000366835	ENST00000187879
ENST00000290130	ENST00000285873	ENST00000374479	ENST00000537866	ENST00000532205
ENST00000326402	ENST00000275493	ENST00000318881	ENST00000254942	ENST00000265753
ENST00000396247	ENST00000376300	ENST00000427704	ENST00000283141	ENST00000620767
ENST00000317357	ENST00000637812	ENST00000455537	ENST00000361866	ENST00000415930
ENST00000339486	ENST00000261745	ENST00000354957	ENST00000340438	ENST00000339399
ENST00000453386	ENST00000308527	ENST00000556922	ENST00000380834	ENST00000268220
ENST00000521604	ENST00000259895	ENST00000339365	ENST00000318312	ENST00000509634
ENST00000394672	ENST00000618691	ENST00000415822	ENST00000307885	ENST00000353234
ENST00000405546	ENST00000370783	ENST00000259457	ENST00000274311	ENST00000306306
ENST00000339282	ENST00000334793	ENST00000397752	ENST00000309424	ENST00000322349
ENST00000344051	ENST00000374270	ENST00000519476	ENST00000372114	ENST00000434724
ENST00000282344	ENST00000580840	ENST00000374518	ENST00000360820	ENST00000223127
ENST00000392179	ENST00000421351	ENST00000262293	ENST00000367651	ENST00000296424
ENST00000452533	ENST00000493678	ENST00000370132	ENST00000356432	ENST00000327367
ENST00000394434	ENST00000274054	ENST00000265881	ENST00000394670	ENST00000316694
ENST00000064778	ENST00000341911	ENST00000250237	ENST00000577542	ENST00000370649
ENST00000354190	ENST00000393262	ENST00000392550	ENST00000261396	ENST00000392711
ENST00000408939	ENST00000543872	ENST00000342683	ENST00000553458	ENST00000370274
ENST00000369301	ENST00000265174	ENST00000264235	ENST00000610426	ENST00000301821
ENST00000262059	ENST00000370033	ENST00000320027	ENST00000263697	ENST00000315684
ENST00000296812	ENST00000292035	ENST00000312584	ENST00000435070	ENST00000421832
ENST00000259939	ENST00000302000	ENST00000358935	ENST00000343067	ENST00000380520
ENST00000295851	ENST00000306077	ENST00000284523	ENST00000344302	ENST00000311388
ENST00000498907	ENST00000337080	ENST00000342932	ENST00000322723	ENST00000396981
ENST00000539565	ENST00000216106	ENST00000614443	ENST00000547825	ENST00000379757
ENST00000337231	ENST00000372129	ENST00000342879	ENST00000395606	ENST00000312962
ENST00000375631	ENST00000356056	ENST00000368655	ENST00000251582	ENST00000361571
ENST00000434618	ENST00000394275	ENST00000315368	ENST00000261854	ENST00000382172
ENST00000372090	ENST00000435680	ENST00000454678	ENST00000229328	ENST00000367739
ENST00000611517	ENST00000311635	ENST00000534000	ENST00000394900	ENST00000263966
ENST00000406438	ENST00000212015	ENST00000398576	ENST00000394703	ENST00000369937
ENST00000355528	ENST00000409719	ENST00000317907	ENST00000300213	ENST00000393603
ENST00000296679	ENST00000307078	ENST00000407215	ENST00000219476	ENST00000373493
ENST00000325421	ENST00000530908	ENST00000396741	ENST00000378106	ENST00000290524
ENST00000282570	ENST00000421177	ENST00000548065	ENST00000394391	ENST00000221466
ENST00000305513	ENST00000370401	ENST00000615843	ENST00000374199	ENST00000296597
ENST00000331272	ENST00000367511	ENST00000508177	ENST00000262948	ENST00000424459
ENST00000412391	ENST00000539156	ENST00000335099	ENST00000370339	ENST00000611749
ENST00000327773	ENST00000394799	ENST00000406875	ENST00000371620	ENST00000233027
ENST00000409785	ENST00000371610	ENST00000359415	ENST00000399982	ENST00000536716
ENST00000002125	ENST00000532219	ENST00000428826	ENST00000279387	ENST00000635647
ENST00000249377	ENST00000436152	ENST00000396596	ENST00000357635	ENST00000505959
ENST00000344293	ENST00000293894	ENST00000286307	ENST00000256545	ENST00000318410
ENST00000296498	ENST00000242067	ENST00000360843	ENST00000538132	ENST00000252891
ENST00000457308	ENST00000392973	ENST00000301364	ENST00000265986	ENST00000263245
ENST00000612128	ENST00000380122	ENST00000266263	ENST00000286428	ENST00000406772
ENST00000613047	ENST00000264893	ENST00000374617	ENST00000303270	ENST00000229022
ENST00000613322	ENST00000306910	ENST00000373075	ENST00000311565	ENST00000369558
ENST00000394701	ENST00000322940	ENST00000336148	ENST00000394901	ENST00000203664
ENST00000360900	ENST00000262713	ENST00000525451	ENST00000374865	ENST00000540732
ENST00000257829	ENST00000273853	ENST00000248114	ENST00000265662	ENST00000439617
ENST00000392133	ENST00000453061	ENST00000450333	ENST00000300086	ENST00000512733
ENST00000250448	ENST00000375712	ENST00000613569	ENST00000222673	ENST00000373055
ENST00000308020	ENST00000316891	ENST00000376436	ENST00000322347	ENST00000492597
ENST00000361170	ENST00000310454	ENST00000619262	ENST00000265077	ENST00000295822
ENST00000379887	ENST00000331173	ENST00000341832	ENST00000612932	ENST00000265343
ENST00000393841	ENST00000596046	ENST00000620157	ENST00000308736	ENST00000608372
ENST00000282701	ENST00000409020	ENST00000231524	ENST00000336865	ENST00000265896
ENST00000316519	ENST00000460581	ENST00000391777	ENST00000258886	ENST00000224950
ENST00000262294	ENST00000258083	ENST00000542893	ENST00000225665	ENST00000298317
ENST00000258145	ENST00000294309	ENST00000272427	ENST00000366922	ENST00000370557
ENST00000304411	ENST00000373825	ENST00000397786	ENST00000311086	ENST00000290858
ENST00000348370	ENST00000396253	ENST00000230340	ENST00000443967	ENST00000300456
ENST00000341550	ENST00000379221	ENST00000396832	ENST00000246071	ENST00000313324
ENST00000313486	ENST00000359314	ENST00000335793	ENST00000253048	ENST00000366835
ENST00000397527	ENST00000368408	ENST00000316084	ENST00000573035	ENST00000537866
ENST00000297788	ENST00000372371	ENST00000003912	ENST00000379562	ENST00000254942
ENST00000396307	ENST00000290130	ENST00000312521	ENST00000306869	ENST00000283141
ENST00000314167	ENST00000326402	ENST00000403050	ENST00000200557	ENST00000361866
ENST00000419198	ENST00000396247	ENST00000369615	ENST00000375880	ENST00000340438
ENST00000425128	ENST00000317357	ENST00000382745	ENST00000261858	ENST00000380834
ENST00000303450	ENST00000339486	ENST00000508024	ENST00000566586	ENST00000425876
ENST00000450295	ENST00000453386	ENST00000320203	ENST00000261038	ENST00000370445
ENST00000396058	ENST00000521604	ENST00000220514	ENST00000374135	ENST00000318312
ENST00000210060	ENST00000394672	ENST00000264866	ENST00000309033	ENST00000274311
ENST00000222214	ENST00000405546	ENST00000327423	ENST00000392271	ENST00000372114
ENST00000261435	ENST00000344051	ENST00000246535	ENST00000421952	ENST00000309424
ENST00000312561	ENST00000282344	ENST00000372398	ENST00000309422	ENST00000360820
ENST00000336824	ENST00000392179	ENST00000321169	ENST00000270570	ENST00000367651
ENST00000331456	ENST00000452533	ENST00000394947	ENST00000394684	ENST00000356432
ENST00000313071	ENST00000394434	ENST00000409150	ENST00000373874	ENST00000299413
ENST00000254663	ENST00000064778	ENST00000338591	ENST00000299563	ENST00000394670
ENST00000342988	ENST00000408939	ENST00000430092	ENST00000375499	ENST00000577542
ENST00000552864	ENST00000369301	ENST00000423759	ENST00000361413	ENST00000261396
ENST00000366503	ENST00000262059	ENST00000376156	ENST00000419735	ENST00000553458
ENST00000596580	ENST00000296812	ENST00000298492	ENST00000381989	ENST00000610426
ENST00000277141	ENST00000259939	ENST00000216877	ENST00000334956	ENST00000263697
ENST00000394807	ENST00000295851	ENST00000262301	ENST00000372484	ENST00000435070
ENST00000383463	ENST00000498907	ENST00000451321	ENST00000452135	ENST00000343067
ENST00000261584	ENST00000539565	ENST00000338700	ENST00000262809	ENST00000322723
ENST00000420978	ENST00000337231	ENST00000394546	ENST00000309859	ENST00000547825
ENST00000312515	ENST00000375631	ENST00000218004	ENST00000618403	ENST00000344846
ENST00000335725	ENST00000434618	ENST00000320895	ENST00000351030	ENST00000395606
ENST00000402744	ENST00000372090	ENST00000396033	ENST00000614499	ENST00000261854
ENST00000337975	ENST00000611517	ENST00000360803	ENST00000431849	ENST00000229328
ENST00000616600	ENST00000406438	ENST00000382151	ENST00000441448	ENST00000394900
ENST00000323249	ENST00000355528	ENST00000382353	ENST00000621267	ENST00000394703
ENST00000428358	ENST00000296679	ENST00000394258	ENST00000328834	ENST00000347466
ENST00000375535	ENST00000325421	ENST00000510585	ENST00000281038	ENST00000300213
ENST00000371946	ENST00000282570	ENST00000371733	ENST00000527323	ENST00000219476
ENST00000592875	ENST00000305513	ENST00000376263	ENST00000395510	ENST00000378106
ENST00000378004	ENST00000331272	ENST00000447404	ENST00000376250	ENST00000394391
ENST00000408953	ENST00000412391	ENST00000318445	ENST00000370654	ENST00000374199
ENST00000336470	ENST00000327773	ENST00000366977	ENST00000243253	ENST00000262948
ENST00000352998	ENST00000409785	ENST00000251871	ENST00000402281	ENST00000370339
ENST00000296873	ENST00000002125	ENST00000443119	ENST00000589210	ENST00000371620
ENST00000053468	ENST00000249377	ENST00000281950	ENST00000310164	ENST00000279387
ENST00000328827	ENST00000344293	ENST00000392679	ENST00000361479	ENST00000357635
ENST00000538336	ENST00000296498	ENST00000370693	ENST00000435036	ENST00000256545
ENST00000380494	ENST00000457308	ENST00000456048	ENST00000394588	ENST00000538132
ENST00000399537	ENST00000409231	ENST00000306320	ENST00000371608	ENST00000265986
ENST00000571133	ENST00000612128	ENST00000434377	ENST00000472726	ENST00000286428
ENST00000315571	ENST00000613047	ENST00000378748	ENST00000333590	ENST00000303270
ENST00000336564	ENST00000613322	ENST00000446231	ENST00000307366	ENST00000311565
ENST00000370801	ENST00000394701	ENST00000540096	ENST00000370461	ENST00000394901
ENST00000267620	ENST00000360900	ENST00000326925	ENST00000615285	ENST00000374865
ENST00000423828	ENST00000257829	ENST00000409186	ENST00000421699	ENST00000300086
ENST00000359365	ENST00000392133	ENST00000369603	ENST00000599846	ENST00000222673
ENST00000408946	ENST00000245451	ENST00000370008	ENST00000317635	ENST00000322347
ENST00000526355	ENST00000250448	ENST00000333050	ENST00000296930	ENST00000265077
ENST00000358022	ENST00000308020	ENST00000640961	ENST00000266087	ENST00000612932
ENST00000267176	ENST00000361170	ENST00000424785	ENST00000239151	ENST00000308736
ENST00000370508	ENST00000379887	ENST00000303400	ENST00000354449	ENST00000336865
ENST00000294383	ENST00000452015	ENST00000394252	ENST00000222219	ENST00000258886
ENST00000265056	ENST00000393841	ENST00000519289	ENST00000270502	ENST00000225665
ENST00000284440	ENST00000282701	ENST00000334398	ENST00000376511	ENST00000366922
ENST00000405640	ENST00000316519	ENST00000295030	ENST00000206542	ENST00000311086
ENST00000315877	ENST00000262294	ENST00000278070	ENST00000295688	ENST00000443967
ENST00000354258	ENST00000258145	ENST00000523898	ENST00000308982	ENST00000246071
ENST00000610588	ENST00000304411	ENST00000221086	ENST00000262878	ENST00000253048
ENST00000297578	ENST00000348370	ENST00000405666	ENST00000476832	ENST00000573035
ENST00000336273	ENST00000341550	ENST00000344773	ENST00000371279	ENST00000379562
ENST00000216080	ENST00000313486	ENST00000246190	ENST00000380737	ENST00000306869
ENST00000490035	ENST00000397527	ENST00000370550	ENST00000331890	ENST00000200557
ENST00000412331	ENST00000297788	ENST00000326317	ENST00000262498	ENST00000375880
ENST00000586569	ENST00000396307	ENST00000280258	ENST00000360310	ENST00000261858
ENST00000569417	ENST00000314167	ENST00000278919	ENST00000545947	ENST00000566586
ENST00000393600	ENST00000419198	ENST00000374279	ENST00000305596	ENST00000261038
ENST00000389017	ENST00000425128	ENST00000397410	ENST00000220592	ENST00000374135
ENST00000377264	ENST00000303450	ENST00000306721	ENST00000382368	ENST00000309033
ENST00000371442	ENST00000450295	ENST00000431877	ENST00000611874	ENST00000392271
ENST00000446510	ENST00000396058	ENST00000332853	ENST00000284061	ENST00000421952
ENST00000343597	ENST00000210060	ENST00000375394	ENST00000371626	ENST00000309422
ENST00000261296	ENST00000222214	ENST00000314045	ENST00000259818	ENST00000270570
ENST00000377705	ENST00000261435	ENST00000429927	ENST00000261168	ENST00000394684
ENST00000404125	ENST00000312561	ENST00000372504	ENST00000392142	ENST00000373874
ENST00000304874	ENST00000618847	ENST00000233596	ENST00000225792	ENST00000299563
ENST00000454189	ENST00000336824	ENST00000295119	ENST00000298307	ENST00000375499
ENST00000377768	ENST00000331456	ENST00000422725	ENST00000250535	ENST00000361413
ENST00000271715	ENST00000313071	ENST00000443868	ENST00000332707	ENST00000419735
ENST00000431532	ENST00000254663	ENST00000353704	ENST00000328090	ENST00000381989
ENST00000440886	ENST00000342988	ENST00000589222	ENST00000527886	ENST00000334956
ENST00000555661	ENST00000552864	ENST00000261890	ENST00000618156	ENST00000372484
ENST00000282268	ENST00000596580	ENST00000380518	ENST00000426126	ENST00000452135
ENST00000359626	ENST00000277141	ENST00000382549	ENST00000295767	ENST00000262809
ENST00000265191	ENST00000394807	ENST00000325167	ENST00000292140	ENST00000309859
ENST00000447648	ENST00000383463	ENST00000458659	ENST00000360359	ENST00000618403
ENST00000368850	ENST00000261584	ENST00000261574	ENST00000244728	ENST00000351030
ENST00000295900	ENST00000420978	ENST00000511912	ENST00000261868	ENST00000614499
ENST00000354618	ENST00000312515	ENST00000613466	ENST00000298596	ENST00000260506
ENST00000377524	ENST00000335725	ENST00000373884	ENST00000561373	ENST00000380254
ENST00000614890	ENST00000402744	ENST00000318063	ENST00000367249	ENST00000431849
ENST00000216038	ENST00000337975	ENST00000374747	ENST00000251810	ENST00000441448
ENST00000368644	ENST00000251412	ENST00000407418	ENST00000377270	ENST00000621267
ENST00000281187	ENST00000616600	ENST00000229903	ENST00000305784	ENST00000328834
ENST00000543199	ENST00000323249	ENST00000367084	ENST00000409406	ENST00000281038
ENST00000442312	ENST00000428358	ENST00000589123	ENST00000380071	ENST00000527323
ENST00000266068	ENST00000375535	ENST00000393110	ENST00000374282	ENST00000395510
ENST00000518288	ENST00000371946	ENST00000225726	ENST00000526639	ENST00000376250
ENST00000248594	ENST00000592875	ENST00000409299	ENST00000247668	ENST00000370654
